Country,Year,Carbon_Intensity_of_Electricity,CO2_Intensity,Coal_Production_Volume,Energy_Intensity,Share_of_Renewables_in_Electricity_Production,Gas_Flaring_Volume,Total_Methane_Emissions,Natural_Gas_Production_Volume,Oil_Production_Volume,CO2_emissions,Population_Size,Surface_Area,GDP,Fossil_Fuel_Consumption_per_Capita,Urban_Population,Electricity_Production,Unsafe_sanitation,Phosphorus_Surplus,Adjusted_emissions_growth_rate_for_nitrous_oxides,Adjusted_emissions_growth_rate_for_carbon_dioxide__country_specific_targets,GHG_growth_rate_adjusted_by_per_capita_emissions,Regional_Marine_Trophic_Index,Ozone_exposure,Adjusted_emissions_growth_rate_for_sulfur_dioxide,Fish_Stock_Status,Species_Protection_Index,Net_carbon_fluxes_due_to_land_cover_change,NO2_exposure,Anthropogenic_PM2_5_exposure,Red_List_Index,Adjusted_emissions_growth_rate_for_black_carbon,Bottom_Trawling_in_Global_Ocean,Bottom_Trawling_in_EEZ,Adjusted_emissions_growth_rate_for_carbon_dioxide,Relative_Crop_Yield,Adjusted_emissions_growth_rate_for_nitrous_oxide,Sustainable_Nitrogen_Management_Index,Lead_exposure,GHG_growth_rate_adjusted_by_emissions_intensity,Fish_Catch_Discarded,Unsafe_drinking_water,Household_solid_fuels,Adjusted_emissions_growth_rate_for_methane,Terrestrial_Biome_Protection,Adjusted_emissions_growth_rate_for_F-gases
Canada,2001,1.646200823,1.49171032,1.951209238,1.391265694,-1.547124455,0.135777083,-0.705976665,1.064470169,-1.171526437,-2.008876352,-1.366567985,0,-1.731863921,0.486268868,-1.367512036,-1.496434991,0.41308066,0.618197837,1.79651529,-1.623904877,-1.581242248,2.172967553,1.186944908,1.216604897,0.26204726,-1.394012002,0.838269324,1.670415269,1.062169622,1.475707445,1.321570414,-0.526544201,0.034501664,1.628590722,-2.197728398,-1.225294603,0.853778621,1.704934058,-1.663288462,0.045681197,1.192350403,2.027619135,1.556394921,-1.359616481,-1.453743613
Canada,2002,1.271229618,1.272501759,-0.043247216,1.402531001,-0.77549345,0.636099419,0.099912854,1.180547919,-1.013647743,-1.14067985,-1.214138131,0,-1.675684114,1.110718541,-1.212192736,-1.032228198,0.533171278,1.227546822,1.571199855,-1.515403437,-1.424662368,1.562083433,2.188662041,1.30197586,-0.073730865,-1.330319535,0.948340484,1.463018988,1.184442154,1.332106835,1.064897865,-0.041895612,0.529764541,1.512630483,-2.510357694,-1.85588124,1.225087775,1.462675528,-1.460249394,-0.295525936,1.098429637,1.528395924,1.296687689,-1.332115824,-1.390809879
Canada,2003,1.503311611,1.361965037,-0.924914208,1.199542768,-1.236225942,-0.083317157,-0.264516237,0.76413166,-0.837426646,-0.152021484,-1.072477822,0,-1.326232554,1.600686613,-1.079668418,-1.495632559,0.784839787,1.626795217,1.365502188,-1.334567705,-1.258877932,0.863048048,0.981263534,1.308836883,-0.836925727,-0.991384622,1.031511973,1.191471487,1.505982198,1.163164941,0.860178943,-0.138260661,0.405528116,1.332963027,-1.260187586,-2.038308596,1.317941943,1.185414411,-1.260427533,-0.48571574,1.065640419,1.016042702,0.890442087,-0.94480534,-1.366360485
Canada,2004,0.922920203,1.025009649,-0.169647254,0.970240883,-1.452758906,0.598621987,0.900029624,0.825424851,-0.732764742,-0.549639126,-0.933122786,0,-0.986477619,1.494543833,-0.941736094,-1.093614231,1.112547279,1.6019287,1.109819995,-1.08139768,-1.032969315,0.197317043,0.800998594,1.131476949,-1.499331821,-0.900395383,1.082271336,0.909553498,0.783743663,0.977328857,0.808188681,-0.771495432,-0.872219496,1.074282259,-0.11927047,-1.666032807,1.344442443,0.883481553,-0.998012862,-0.551338675,1.105058696,0.56209066,0.643437456,-0.858810549,-1.05650025
Canada,2005,0.555182453,0.618546094,0.33833721,0.625209041,-0.739710773,0.127006863,0.384349709,1.040709383,-0.79005517,0.067846076,-0.788030797,0,-0.607161593,0.796397648,-0.801001099,-0.128689999,1.237597693,1.569091533,0.595489134,-0.719726215,-0.688372139,-0.2382289,0.519455369,1.036531616,-1.417835971,-0.722966368,1.11154532,0.660541669,1.809938442,0.774598584,0.663367667,-0.655267996,-0.827933749,0.71996243,0.415622466,-0.887052226,1.257246365,0.653873403,-0.632933909,-0.966897429,0.96995258,0.240790802,0.418486671,-0.68720067,-1.304688176
Canada,2006,0.252339955,0.299871693,0.151028307,0.208878889,-0.817002577,0.610312833,1.53092669,1.06252506,-0.597815492,-0.348379544,-0.637357796,0,-0.22854503,0.474203372,-0.647356244,-0.683571584,1.138547094,0.863187916,0.016296375,-0.339971177,-0.386187483,-0.452973138,0.606041664,0.826269934,-1.385188407,-0.603542993,1.043343656,0.457686357,0.615623863,0.554974122,0.543741588,-0.144854552,-0.491746514,0.339182688,-0.011533258,-0.280251202,0.883469843,0.344566037,-0.320154776,-0.897842809,0.814369867,0.009270113,0.374498967,-0.636247676,-0.963264725
Canada,2007,0.652866493,0.451035715,0.473266173,0.379663452,-0.82316711,0.674818222,1.034543492,0.642306754,-0.489815281,1.174515375,-0.479702689,0,0.158905488,1.449427632,-0.481519299,0.132902766,1.046838355,0.026603832,-0.284406247,-0.231469737,-0.461869131,-0.464855796,0.353081475,0.652856816,-0.973339891,-0.46592177,0.918383962,0.261342345,0.40562215,0.343796754,0.551323093,0.143776593,-0.161488811,0.228273069,-0.910844236,0.202796116,0.501958756,0.166982142,-0.325862786,-0.660957434,0.635415398,-0.183041703,0.28772728,-0.52105341,-0.011177248
Canada,2008,0.144322104,0.108434302,0.435628478,0.082384315,-0.232161402,-0.368644696,0.049919732,-0.086887269,-0.546018505,0.138356753,-0.309891726,0,0.376956505,0.357795901,-0.298181715,0.207127707,0.770682659,-0.87427046,-0.5025683,0.094034581,-0.053222779,-0.383702963,-0.231583844,0.342949685,-1.073612444,-0.153146262,0.743914947,0.064924553,0.167877168,0.149513576,0.534730001,0.343195092,0.015038875,-0.084123634,0.642298185,0.361596532,0.122351127,-0.016198126,0.013897151,-0.394089554,0.335507593,-0.344553628,0.035333627,-0.326599975,0.555291475
Canada,2009,-0.181461469,-0.150727666,-0.445007293,-0.067854527,0.312100441,-1.653139218,-1.987024095,-1.105823235,-0.548040125,-1.289050524,-0.130879701,0,-0.085103366,-1.154300933,-0.104446991,-0.582465178,0.549133958,-1.128424399,-0.666153751,0.618458205,0.707762735,-0.286444512,-0.442674864,-0.238416849,-0.646475691,-0.028036059,0.520689702,-0.10701602,-0.421298297,-0.019428318,0.511268504,-1.082816527,-1.41242098,-0.622524502,0.642298185,0.385617504,-0.010549578,-0.225898711,0.580198913,-0.028155123,0.09917159,-0.470501823,-0.575060792,-0.125101897,0.881559123
Canada,2010,0.190923968,-0.241505336,0.376138315,-0.34134303,-0.328520195,-1.263517099,-1.68892524,-1.59207727,-0.375248134,-0.520746849,0.045327751,0,0.54366178,-0.594127574,0.087369119,-1.117687184,0.385352781,-1.116492289,-0.645653572,0.799293937,0.869424657,-0.249254856,-0.811650673,-0.79116859,-0.52429852,0.01745856,0.201175966,-0.24954922,-0.659643507,-0.154581833,0.429405733,-1.238254906,-1.261213313,-0.800953235,0.642298185,0.428124508,-0.000993225,-0.391142275,0.792498527,-1.412368751,-0.078358736,-0.553539148,-0.988371196,-0.067666007,0.941755604
Canada,2011,-0.11537714,-0.383691557,0.389797965,-0.301018997,0.1202615,-1.02934014,-1.427002624,-1.460243605,-0.155721451,0.080575186,0.217063907,0,0.999581923,-0.204036441,0.258541452,0.074325245,0.155048655,-0.816996333,-0.7948561,1.034380389,1.009514649,-0.261424257,-0.230757534,-1.25652432,-0.231335151,0.215360154,-0.180988635,-0.399414111,-0.358913071,-0.289735348,-0.027909568,-0.476564065,-0.169317914,-1.022381674,0.642298185,0.51636282,-0.017375279,-0.582145264,0.985425459,0.776056613,-0.187247115,-0.602732162,-1.504673064,0.105007119,0.743271721
Canada,2012,-0.570960122,-0.506105243,0.463233746,-0.464036275,0.622840138,0.180937667,-0.449638867,-1.528476488,0.139636349,-0.070243237,0.392723892,0,1.090356637,-0.552497953,0.426016006,0.104416437,-0.095706004,-1.22502676,-0.868186223,1.269466841,1.085866803,-0.349447048,-0.344434822,-1.447624014,0.06238003,0.537234585,-0.515320351,-0.585770794,-0.932096501,-0.433335958,-0.544884953,-0.445681644,-0.4270263,-1.273737449,0.318745818,0.71866736,-0.201665738,-0.667734441,1.067299585,0.795140912,-0.368513048,-0.63775987,-1.574735818,0.421445532,0.875693968
Canada,2013,-0.799798242,-0.61896347,0.740484459,-0.457751491,0.621253629,1.397304167,-0.207077124,-1.384629283,0.428398006,0.392499318,0.570036768,0,1.137583322,-0.339050318,0.591019938,1.126714542,-0.468264575,-1.22502676,-0.782509014,1.052463962,0.995735151,-0.473603835,-0.295921524,-1.436466029,0.610264534,0.673718443,-0.788386217,-0.777451731,-0.621290506,-0.585383663,-0.789085937,-0.552540697,-0.628026578,-1.055335399,0.642298185,0.883898404,-0.500485377,-0.69911794,0.9974745,0.961126537,-0.635908261,-0.662199259,-1.585905795,0.68503993,0.640040164
Canada,2014,-0.732250271,-0.860224667,0.640690964,-0.747439032,0.209582065,1.600211936,1.483765507,-0.754850445,0.760385775,0.687285972,0.732615736,0,1.031757207,-0.278282017,0.749905986,1.059711487,-0.743957385,-0.633194113,-0.687326916,0.907795377,0.875573482,-0.642260119,-0.479220101,-1.176805443,0.918444586,0.712388869,-0.98165494,-0.936971172,-0.25911092,-0.762772652,-0.854598827,-0.650249881,-0.830519507,-0.907185266,0.642298185,0.915886154,-0.564172551,-0.740067913,0.90331168,0.111174774,-0.82860946,-0.683007145,-0.809690106,0.705646445,0.657026306
Canada,2015,-0.892331402,-0.918619143,-0.644921723,-0.787729884,0.817473414,0.56493122,1.098809717,-0.597740162,0.905900896,0.541363097,0.888804892,0,0.386075426,-0.425162768,0.871069122,1.17486045,-0.981638785,-0.096774184,-0.648199879,0.745043217,0.780302268,-0.733100352,-0.689001894,-0.85572952,0.868472975,0.911427829,-1.152468926,-1.034466623,-0.302238112,-0.914820356,-0.983365662,1.803096912,1.159426327,-0.751091428,0.642298185,0.982559036,-0.79729356,-0.914175548,0.80063788,0.090080449,-0.990294281,-0.706527135,-0.508063185,0.97944108,0.081873834
Canada,2016,-1.023630421,-1.076348703,-0.595824233,-0.990709609,1.138296481,-2.140648888,-0.47456382,-0.216503297,0.969919395,0.449793705,1.070692547,0,0.312191441,-1.418945207,1.052714896,1.413182692,-1.228007593,-0.703068548,-0.771803496,0.835461084,0.944946364,-0.777400251,-0.931118744,-0.542789172,1.260698129,0.980807123,-1.300116494,-1.067250656,-1.811061829,-1.066868061,-1.339134768,1.721970903,1.7816212,-0.835876398,0.642298185,0.752885794,-1.215943793,-0.935985579,0.905493384,-1.69332586,-1.162898067,-0.726131956,-0.263812605,1.044700619,0.146914484
Canada,2017,-1.332292587,-1.153370039,-0.938301197,-1.165167032,1.638929726,-1.138768405,0.198570614,0.338549164,1.380738029,1.000680556,1.280912073,0,0.626379719,-1.267879131,1.248752377,1.405158375,-1.456429386,-0.677867932,-0.718708629,0.546123912,0.616991608,-0.765500292,-1.800575614,-0.253463194,1.331816402,1.041087494,-1.35675182,-1.072443402,-0.893880703,-1.235809955,-1.429110277,2.669634721,2.533092854,-0.548915585,0.642298185,0.785865317,-1.603839416,-0.98020612,0.62117059,2.413497807,-1.325727868,-0.743822273,0.063743883,1.069049369,0.862548156
Canada,2018,-1.375721446,-1.229322426,-1.870536684,-1.31773406,1.527457431,-0.203509063,0.672492711,0.829132492,1.868786921,1.588783364,1.510250009,0,0.823343232,-0.999205285,1.483188968,1.052088385,-1.651210223,0.132131411,-0.590728591,0.292953886,0.343041942,-0.720713091,-0.933373187,-0.265006322,1.408708474,1.342489346,-1.408649259,-1.087454586,-0.612441788,-1.404751849,-1.387581837,-0.210721807,-0.254503778,-0.28940652,0.642298185,0.828947829,-1.479031693,-1.074797377,0.381070335,1.542395996,-1.461871706,-0.759242071,0.269653361,1.554958191,1.190278413
Canada,2019,-1.406883845,-1.323212741,-2.019366698,-1.565546578,1.460352536,0.413388107,0.511509609,0.19235251,2.000892591,1.594659245,1.742651469,0,0.871088037,-1.381221556,1.726924469,0.7319181,-1.862314199,0.486419616,-0.506332841,0.383371753,0.526113975,-0.611237182,-1.032424983,-0.632287838,0.976500325,1.864540102,-1.406616982,-1.1467795,-1.537992067,-1.53145827,-1.478788245,-0.218518686,-0.09692042,-0.379522394,0.642298185,0.593056942,-1.673748145,-1.16833944,0.544469808,0.864010451,-1.613194455,-0.769438782,0.060896049,1.829333052,1.213237892
Chile,2000,-0.782594049,3.005600998,-0.714866665,1.475476979,0.809261697,2.274947567,0.343525399,-0.852264599,0.84282144,-1.276611949,-1.514833716,-0.487339717,-1.388248852,-1.301491882,-1.561206583,-1.543035565,2.10168541,-0.602766604,1.962204611,3.720320487,-2.877590759,-1.626108268,1.353504271,1.792848849,0.054278452,-1.05514331,-2.065009537,0.938590659,-1.972259828,1.600061161,-0.809818107,1.239225857,-0.223606798,2.842659428,-1.916257713,1.650807964,1.840231623,1.499878903,-2.882087115,0.919702581,2.063860218,2.092460622,1.81816838,-1.313800742,1.12681548
Chile,2001,-1.52725749,0.031102424,-0.530085346,1.362814572,1.408820466,2.054584842,0.516916305,-0.690376034,1.100842103,-1.412527084,-1.355265554,-0.487339717,-1.471527065,-1.5676309,-1.3692477,-1.447533641,1.685061411,0.267282991,1.014174862,1.262304768,-1.981597133,-0.569288222,1.761734849,1.578674762,-0.367878868,-1.05514331,-1.70979775,0.640864625,-0.520676046,1.446844234,-1.07326009,1.095322079,-0.223606798,2.056480212,-1.175469752,1.283491535,1.510881486,1.471994044,-2.052862016,1.850798883,1.646207775,1.753405274,1.545377628,-1.313800742,1.558640053
Chile,2002,-1.588322837,0.485895818,-0.655912609,1.489877048,1.595891259,1.542486718,0.223727937,1.395612637,0.883467886,-1.365400804,-1.197891027,-0.487339717,-1.48664287,-1.542574807,-1.185661853,-1.363197856,1.350035189,0.495130271,0.108991771,-1.19571095,-1.100551838,0.254024608,1.563932467,1.19491318,-0.334595561,-1.05514331,-1.437348205,-0.124653379,-0.613143461,1.277385229,-1.280265713,0.411784109,-0.223606798,1.163403123,-1.012160691,0.983489951,1.282201171,1.198207772,-1.238389794,1.167053302,1.329039586,1.361996752,1.245114648,-1.313800742,1.68698033
Chile,2003,-1.305726337,-0.074045521,-0.530085346,1.117836371,0.932429149,0.938460062,-0.009708941,0.519549954,0.905199768,-1.291637691,-1.04467764,-0.487339717,-1.409796665,-1.466524872,-1.034121641,-1.143853567,1.117627725,1.185006536,-0.817915089,-0.567671692,-0.074980408,0.605576472,1.331215512,0.795825082,-0.447154573,-1.047712724,-1.178028664,-1.047209271,-0.061336367,1.090059939,-1.744084399,-0.065286479,-0.223606798,0.179451096,-1.014156781,0.596907296,0.987259646,1.194986725,-0.280460354,1.234841477,1.142858175,1.116545877,0.867129892,-1.313486709,1.454202521
Chile,2004,-0.667601412,0.369797387,-0.831894849,1.315593335,0.160389906,0.763181242,0.835926806,0.479116945,0.597135366,-0.96585113,-0.89745852,-0.487339717,-1.130601311,-0.282061155,-0.887800171,-0.833641452,0.866992598,1.27890607,-1.375850129,-0.118298774,0.566300416,0.249485341,0.848936781,0.274404964,-0.329475053,-1.03285155,-0.945434295,-1.83435175,-0.139860696,0.921683739,-1.544979743,-0.492303218,-0.223606798,-0.515277138,-0.591517926,0.513851683,0.407248963,1.020056265,0.354203816,0.527819201,0.907371708,0.899030568,0.591613789,-1.284759704,0.936373054
Chile,2005,-1.219815741,-0.062362748,-0.558242479,1.107573434,1.190249839,0.56759072,0.642340949,1.252746657,0.312552538,-0.897552067,-0.751637877,-0.487339717,-0.843191179,-0.369474294,-0.74291229,-0.72810048,0.610658832,0.796983856,-1.827925922,0.239033907,1.118734287,-0.075782705,0.586936095,-0.179351338,-0.498451838,-0.430974028,-0.664920682,-2.130451765,-0.440941882,0.743562292,-1.150634126,-0.718109842,-0.223606798,-1.081693489,-0.569298823,0.345395413,-0.077993788,0.760973658,0.896296932,0.721055192,0.651542325,0.635026555,0.443784201,-0.053092921,0.767169574
Chile,2006,-1.214793823,-0.208413334,-0.443854121,0.823151665,1.486333438,-0.049347906,0.591471951,1.047882949,-0.504221981,-0.816959152,-0.604038787,-0.487339717,-0.453246826,-0.18487098,-0.596024537,-0.520265099,0.380511849,0.751560982,-1.732630528,0.347316538,1.247933432,-0.413729144,0.477788973,-0.451903002,-0.567498561,-0.408682268,-0.41446151,-1.79219999,-0.251172191,0.575186093,-0.709638334,-0.454699417,-0.223606798,-1.25022148,-0.449383863,0.273081255,-0.233898384,0.494227059,1.061018257,0.735361453,0.414790561,0.38492898,0.398878279,-0.047065887,0.614535352
Chile,2007,0.205586846,0.997414637,-0.823095701,0.218528089,-0.271300356,-0.263367332,0.769588568,0.864583959,-1.229183822,-0.310180232,-0.454865135,-0.487339717,-0.221618026,0.302242707,-0.44764756,-0.312678186,0.144513097,1.975954368,-0.771611469,0.076609961,0.739869331,-0.935329236,0.561940523,-0.734582355,-0.726250204,-0.408682268,-0.214434482,-1.09363968,0.455706448,0.405727087,-0.358775303,-0.061648476,-0.223606798,-0.827603612,-0.827659824,0.424968743,-0.015727983,0.346684631,0.655143812,0.941557793,0.148217912,0.172255346,0.326915254,-0.045635927,0.413136203
Chile,2008,0.094057022,0.413619229,-0.450013461,-0.14924556,0.061466761,-0.397083694,2.001887198,0.743282946,-0.92786508,-0.076597562,-0.301093841,-0.487339717,-0.133832615,-0.231488233,-0.29463402,-0.222792262,0.014372754,1.234791961,0.147182805,-0.156197695,0.345900935,-1.250251426,0.126311499,-1.091682142,-0.803065516,-0.356668161,0.153741741,-0.22668533,1.447589935,0.241682108,0.009719478,-0.479150463,-0.223606798,-0.462503174,-0.581665071,0.73022413,0.272968213,0.072379732,0.325155043,0.266637451,0.016647582,-0.080887849,0.28041805,-0.02004459,0.161972296
Chile,2009,-0.040713948,-0.539105865,-0.477290715,-0.384036692,0.223849,-0.372903096,1.030570388,1.290063768,-0.655711988,-0.250077243,-0.141705469,-0.487339717,-0.235879908,-1.174611435,-0.136353058,-0.14833836,-0.152094844,-0.088910522,0.827902897,-0.340278167,0.154400861,-1.088385634,-0.138423669,-1.31806834,-0.856887444,-0.260070534,0.494934764,0.518430757,0.249567229,0.08629957,0.211506665,-0.548988988,-0.223606798,-0.174153889,-0.949937374,0.644123578,0.542443417,0.028559559,0.115541552,0.223675802,-0.153186556,-0.250659369,0.280630768,0.064527922,-0.170003636
Chile,2010,0.465334622,0.14335734,-0.492249204,-0.653099689,-0.668808435,-0.617329037,-1.353930185,1.099278286,1.20992145,0.043608935,0.01650592,-0.487339717,0.329301293,-0.41090481,0.020857928,-0.161256581,-0.344975698,0.042978101,0.994976078,-0.529772771,-0.071168472,-0.659838445,-0.257697956,-1.332539474,-0.49333133,0.096597627,0.677957079,0.82418608,0.045621715,-0.059337722,0.240525334,-0.429859024,-0.223606798,0.125399648,0.748167909,0.513755181,0.676712061,0.011476862,-0.042031665,0.041055469,-0.3476,-0.393991583,-0.058994976,0.176841062,-0.649282707
Chile,2011,0.878554588,0.993756184,-0.461452314,-0.577336957,-1.101075615,-0.721460554,0.091632408,0.360268018,1.245737384,0.50257872,0.173508818,-0.487339717,0.751344158,0.524302178,0.177304929,0.220909552,-0.498932043,-0.441736145,0.839684408,-0.583914087,-0.304493724,0.104063821,-0.341183186,-1.148239083,-0.429324971,0.104028214,0.69452888,0.805584156,2.610312323,-0.225548312,0.447294366,-1.061549109,-0.223606798,0.20901436,1.086037114,0.206984901,0.44552683,-0.268271632,-0.182320443,-1.487150267,-0.506961524,-0.52936475,-0.160719582,0.180347952,-0.549782602
Chile,2012,1.257494837,0.092781737,-0.410417458,-0.791725213,-1.466870801,-0.825592071,0.760684039,-0.545964508,1.110705724,0.635079069,0.329387559,-0.487339717,0.94864796,0.98049615,0.33272368,0.428953588,-0.617105635,-1.620776457,0.975535867,-0.59474235,-0.405789525,1.04669378,-0.896575688,-0.977124413,-0.426858925,0.104028214,0.843603409,0.733647901,-0.030543552,-0.392300304,0.665526952,0.553890596,-0.223606798,0.226766331,0.324765494,0.021942317,0.097436959,-0.363181332,-0.226306667,-1.108003743,-0.628025809,-0.646754624,-0.130251479,0.180347952,-0.416830195
Chile,2013,1.608127731,-0.046142975,1.627456377,-0.86333702,-1.709025758,-0.809830077,0.181739428,-1.290236778,0.745392243,0.948571517,0.485225522,-0.487339717,1.073120919,1.238983045,0.488294433,0.706613039,-0.678527541,-1.91289283,0.759123921,-0.513530376,-0.200001608,1.609411254,-1.225993363,-0.65546742,-0.890218622,0.274931708,0.831671799,0.671981161,-0.255656901,-0.560676504,0.796536885,1.624705162,-0.223606798,0.100787473,1.086037114,-0.349595629,-0.475195459,-0.429825161,-0.027771002,-0.883845227,-0.677286671,-0.749090149,-0.406458724,0.183283849,-0.587954795
Chile,2014,0.886424873,-1.522997956,2.611233507,-1.21733479,-0.756017134,-0.73071022,-0.98887656,-1.773153706,0.090289193,0.508725386,0.649431179,-0.487339717,0.852525595,0.62497916,0.651887523,0.657422378,-0.685034366,-0.781596269,0.313212684,-0.340278167,0.198894595,1.511251934,-1.176946094,-0.538849338,0.49730047,0.349237575,0.908926593,0.597387848,0.154765577,-0.756122832,0.916813929,0.736887896,-0.223606798,-0.16966672,0.412314615,-0.594017498,-0.823921323,-0.569409282,0.311806926,-1.034852734,-0.649071448,-0.835722055,-0.711099946,0.387603906,-0.727125784
Chile,2015,0.672566244,-0.873201146,1.85779091,-1.339870446,-0.50424712,-0.608882261,-1.833903314,-1.209455844,-0.455768595,0.895981468,0.819042611,-0.487339717,0.643384307,0.356563276,0.820743068,0.888085704,-0.855945222,-0.521570817,-0.224288136,-0.226581405,0.426996331,1.39629774,-0.936921327,-0.224299698,0.750952272,0.430974028,0.932664383,0.538006417,1.003596851,-0.934785681,1.055646499,0.0402026,-0.223606798,-0.351364014,1.086037114,-0.929378671,-0.983004344,-0.756511712,0.537322865,-1.331349807,-0.832692232,-0.901426394,-1.344736538,0.457393195,-0.85853795
Chile,2016,1.245824471,-0.611264055,1.282979476,-0.976836279,-1.217749408,-0.558971627,-1.61248805,-0.672733662,-1.317828407,1.1869351,1.017141639,1.949358869,0.727520753,1.209387033,1.017401103,1.214776482,-1.010711506,-0.619169794,-0.625901827,-0.150783563,0.587620243,1.026985814,-0.58672984,0.284670328,3.18319388,0.430974028,0.945256113,0.539663232,0.880558199,-1.112907127,1.228917186,0.480525878,-0.223606798,-0.470477058,1.086037114,-1.605244136,-1.061670812,-1.042250279,0.692223105,-1.298821454,-1.024220362,-0.95411921,-1.775037925,0.46119693,-0.992574287
Chile,2017,0.550067108,-0.925056263,-3.43E-11,-0.672371435,-0.315375586,-0.75841696,-1.274089917,-0.672733662,-1.317828407,1.226548682,1.280987617,1.949358869,1.06231009,1.12283036,1.277075466,1.25423666,-1.07538417,-0.454562043,-0.32853715,-0.17244009,0.560314118,0.495155358,-1.0218346,0.711966655,1.324449241,0.453265788,0.890370849,0.548502707,-0.071959561,-1.295359794,1.135512815,-2.368122522,-0.223606798,-0.436803861,1.086037114,-1.824774343,-1.354552735,-1.32332239,0.662234835,-0.478134781,-1.089222807,-0.995884034,-1.763029664,0.463698445,-1.112588341
Chile,2018,0.232652334,-1.65916863,-3.43E-11,-0.673426697,0.156112566,-0.61326294,-0.41740414,-0.672733662,-1.317828407,1.195131176,1.589480133,1.949358869,1.297798134,1.04250866,1.58015589,1.499668478,-1.149616953,-0.174119855,-0.086774326,-0.129127037,0.523920696,-0.264906783,-1.001760687,0.950037157,1.365139903,2.177161901,0.728316832,0.515802193,-1.351245726,-1.419882385,1.211808837,-1.134515435,-0.223606798,-0.499591326,1.086037114,-1.437478437,-1.463440533,-1.614166359,0.642568117,-0.447266766,-1.175939563,-1.028801336,-1.040956411,1.4024827,-1.242466628
Chile,2019,0.250134961,-0.011567259,-3.43E-11,-0.612230714,-0.014333869,-0.814093375,-0.499610269,-0.672733662,-1.317828407,1.520234861,1.90275657,1.949358869,1.088632107,1.1293408,1.889165392,1.554027167,-1.203130887,-0.810493802,-0.15155533,-0.026258538,0.545288221,-1.415326259,-1.028234558,1.068765627,-0.004322754,2.689872382,0.527462683,0.376543428,-1.138922067,-1.631570791,0.75164687,1.631688797,4.248529157,-0.66460591,1.086037114,-1.448535235,-1.573505009,-1.732487064,0.678713796,-0.560133824,-1.236328869,-1.048948619,-0.406745643,2.747764049,-1.412677938
China,2000,0.94574433,0.01914036,-1.844310161,-0.534986481,-0.784490692,0.561230231,-1.702470784,-1.358944876,-1.678857359,-1.68097678,-1.620116571,-0.677360091,-1.173182285,-1.825222234,-1.578214803,-1.408835679,2.418018621,-1.565636315,0.371180574,0.306627489,1.133126578,1.723515897,1.244694479,0.401283719,-1.530762927,-1.730960674,1.963933522,-0.382566712,-1.734748617,1.621043801,0.780658903,0.494989645,0.338164284,-0.773055735,-1.543368142,1.671157499,0.464171688,1.259156397,0.157455878,-0.605935382,2.395522893,1.723842875,-1.110566914,-1.674649067,1.290931542
China,2001,0.5853961,-0.271434538,-1.743317392,-0.583490214,-0.178538039,0.620468609,-1.65225365,-1.292667342,-1.541280633,-1.609448979,-1.436958774,-0.635994589,-1.145017217,-1.757729508,-1.427425169,-1.345474043,1.867966715,-1.438910352,0.237271377,0.918925751,1.29120683,1.750075946,1.191006225,0.354887642,-1.591509139,-1.730960674,1.741065007,-0.579203495,-1.311965854,1.449145976,0.404850498,0.175262983,0.391911045,-0.986868053,-1.514749982,1.037892741,0.166590106,1.236282081,0.511973552,-0.295786891,1.857242127,1.561029645,-1.155805477,-1.674649067,1.303519571
China,2002,0.768005932,-0.113271644,-1.621062846,-0.493341326,-0.528608648,0.238024599,-1.610595016,-1.243271595,-1.414536127,-1.49935374,-1.261241763,-0.635994589,-1.116172599,-1.605347627,-1.264919841,-1.257822819,1.371510643,-1.232635851,0.16054312,1.110268958,1.318899378,1.69630038,0.972460476,0.337899221,-1.65225535,-0.837177193,1.47944575,-0.827097361,-0.925856927,1.272517018,-0.274010324,-0.054201941,0.150156365,-1.053192794,-1.24389109,0.627766453,0.348568862,1.213065032,0.620359748,-0.214486329,1.370951962,1.370024631,-1.271886825,-0.621336134,1.055726064
China,2003,1.076590872,0.683172553,-1.272736453,0.255397139,-1.203316273,1.131468669,-1.325202155,-1.193409894,-1.245273141,-1.261966035,-1.086211593,-0.739408344,-1.074449505,-1.27951912,-1.100374557,-1.127976558,1.045765805,-1.144421032,0.240509624,0.383164772,1.046600524,1.430448007,1.008970788,0.409351507,-1.530762927,-0.837177193,1.225968964,-1.064286759,-0.176219546,1.11060714,-0.654985496,-0.943922235,-0.653018928,-0.803498427,-1.507629321,-0.107382579,0.69538353,1.293673965,0.250052755,-0.329289658,1.054797628,1.201916628,-1.211027779,-0.621336134,1.022191359
China,2004,0.858935422,0.663552551,-0.884673871,0.971905976,-0.893378926,1.147469611,-0.936395412,-1.056893848,-0.967258147,-0.984196935,-0.919080103,-0.573946337,-1.00955791,-0.916363428,-0.933396237,-0.979831122,0.759241261,-0.861129908,0.402634663,-0.573551263,0.711044976,1.084969947,1.09352142,0.558363325,-1.227031871,-0.598834932,0.97578755,-1.238699082,-0.163248704,0.912425244,-0.490829352,-0.655784936,-0.435234691,-0.477980017,-0.675256772,-0.55483619,0.735838295,1.310103993,-0.108415736,-0.397541466,0.77641286,1.030544277,-0.880830756,-0.379948508,1.061348694
